,,answer_predicate,answer_predicate,answer_predicate,z,z,z,evidence,evidence,evidence,reason,reason,reason
PJ_LO_178,ack-c,yes,yes,yes,,,,[1],[1],[1],,not the **only** way,"This sentence focuses on 'saying that ..is the only way' which implies that the CA believes it's one way, but not the only way."
PJ_LO_178,ano-z,yes,yes,yes,school environment,being alive and moving around the city,just being alive and moving around the city you live in,[],[],[],,,
PJ_LO_178,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_178,miti,no,no,no,,,,[],[],[],,,
PJ_LO_178,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_178,no-need-address,no,no,yes,,,,[],[],[2],,,
PJ_LO_178,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_178,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_178,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_178,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_178,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_178,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_178,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_182,ack-c,no,yes,yes,,,,[],"[2, 3]",[3],"Since the word ""completely"" is used, it is also possible to interpret that it acknowledges the argument to some extent.","""..is not completely valid"", ""not able to apply everything"" imply that part of the IA logic is true",Not true in every case still implies some acknowledgement.
PJ_LO_182,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_182,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_182,miti,no,yes,yes,,realize that they are not able to apply everything for the application path is not true in every case,not able to apply everything for the application path is not true in every case,[],[],[],,,'when they realize' implies that they don't realize right now.
PJ_LO_182,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_182,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_182,reverse-c,yes,yes,yes,,,,[3],[3],"[3, 4]",,,
PJ_LO_182,trans1,no,yes,yes,,motivated,apply everything for the application path,[],[],[],,,
PJ_LO_182,trans2,yes,yes,yes,realize that they are not able to apply everything for the application path is not true in every case,become less motivated,less motivated,[],[],[],,,
PJ_LO_182,x-pro-z,no,yes,yes,,become less motivated,less motivated,[],[],[],,Students do PTJ then they realize that not everything they learn at school can be applied to the real-world and thus become less motivated,
PJ_LO_182,x-sup-z,no,yes,yes,,motivated,students,[],[],[],,,
PJ_LO_182,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_182,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_183,ack-c,no,no,no,,,,[],[],[],,,
PJ_LO_183,ano-z,no,no,yes,,,High school years,[],[],[],,,
PJ_LO_183,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_183,miti,no,no,yes,,,hinder learning,[],[],[],,,'would'
PJ_LO_183,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_183,no-need-address,no,no,yes,,,,[],[],[5],,,
PJ_LO_183,reverse-c,no,no,yes,,,,[],[],"[2, 6]",,,
PJ_LO_183,trans1,no,no,yes,,,curriculum activities,[],[],[],,,
PJ_LO_183,trans2,yes,no,yes,Typical high school jobs are mindless,,hinder learning,[],[],[],,,
PJ_LO_183,x-pro-z,no,yes,yes,,hinder learning,hinder learning,[],[],[],,,
PJ_LO_183,x-sup-z,yes,yes,yes,enough time for curriculum activities,prepare students for their academic future in college,study or complete assignments,[],[],[],,,
PJ_LO_183,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_183,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_185,ack-c,no,no,no,,,,[],[],[],,,
PJ_LO_185,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_185,deny-c,yes,yes,yes,,,,[4],"[2, 3, 4]","[2, 4]",,,
PJ_LO_185,miti,yes,no,yes,distract the student from absorbing the lessons that were taught,,distract the student from absorbing the lessons that were taught,[],[],[],,,'could'
PJ_LO_185,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_185,no-need-address,no,yes,no,,,,[],[1],[],,My interpretation: Y is not important as the most important thing for students is to learn the material taught at school. I'm not sure about this though.,
PJ_LO_185,reverse-c,yes,yes,yes,,,,[4],"[2, 3, 4]",[2],,,
PJ_LO_185,trans1,no,yes,yes,,lessons to apply to the real work,lessons to apply to the real work at their jobs,[],[],[],,,
PJ_LO_185,trans2,yes,yes,yes,distract the student from absorbing the lessons that were taught,less study time to absorb the material,distract the student from absorbing the lessons that were taught,[],[],[],,"PTJ promotes ""less time to absorb the material"" promotes ""no lessons to apply to the real work"" suppresses Y",
PJ_LO_185,x-pro-z,no,yes,yes,,less study time to absorb the material,distract the student from absorbing the lessons that were taught,[],[],[],,,
PJ_LO_185,x-sup-z,no,yes,yes,,lessons to apply to the real work,high school student,[],[],[],,,
PJ_LO_185,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_185,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_187,ack-c,yes,yes,yes,,,,[1],"[1, 2]",[1],,,'This is something that many people would agree with' feels like an indirect acknowledgement.
PJ_LO_187,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_187,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_187,miti,no,yes,no,,age,,[],[],[],a teenager is far too young?,,
PJ_LO_187,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_187,no-need-address,yes,no,no,,,,[2],[],[],,,
PJ_LO_187,reverse-c,no,no,yes,,,,[],[],"[1, 2]",,,Sounds like the CA believes that it's actually not beneficial for students other than college students.
PJ_LO_187,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_187,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_187,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_187,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_187,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_187,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_192,ack-c,no,no,no,,,,[],[],[],,,
PJ_LO_192,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_192,deny-c,yes,no,yes,,,,[4],[],"[4, 5]",,,
PJ_LO_192,miti,yes,no,yes,struggling with time management,,make their academic lives even more tough to manage,[],[],[],,,'going to' implies a future action which could then mitigate the original IA logic.
PJ_LO_192,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_192,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_192,reverse-c,no,yes,yes,,,,[],[4],"[4, 5]",,,
PJ_LO_192,trans1,no,no,yes,,,time management,[],[],[],,,
PJ_LO_192,trans2,no,yes,yes,,make their academic lives even more tough to manage,make their academic lives even more tough to manage,[],[],[],,,
PJ_LO_192,x-pro-z,no,yes,yes,,make their academic lives even more tough to manage,make their academic lives even more tough to manage,[],[],[],,,
PJ_LO_192,x-sup-z,no,yes,yes,,time management,students,[],[],[],,,
PJ_LO_192,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_192,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_204,ack-c,yes,yes,yes,,,,[6],[6],[6],,,
PJ_LO_204,ano-z,yes,yes,yes,different ways,different ways,different ways,[],[],[],,,
PJ_LO_204,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_204,miti,no,no,no,,,,[],[],[],,,
PJ_LO_204,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_204,no-need-address,no,no,yes,,,,[],[],[6],,,Scenario 2
PJ_LO_204,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_204,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_204,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_204,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_204,x-sup-z,yes,yes,yes,Devoting one's time to one's studies,"Taking on more courses, or having time for advanced courses",one's time to one's studies,[],[],[],,"selected Z is promoted if not doing PTJ, which implies that PTJ suppresses the selected Z",Implied.
PJ_LO_204,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_204,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_210,ack-c,no,no,no,,,,[],[],[],Not mentioned,,
PJ_LO_210,ano-z,yes,yes,yes,living based on their childhood and making comparisons with their friends,childhood and making comparisons with their friends,childhood and making comparisons with their friends,[],[],[],,,
PJ_LO_210,deny-c,no,no,no,,,,[],[],[],,,CA doesn't talk about PTJ
PJ_LO_210,miti,no,no,no,,,,[],[],[],,,
PJ_LO_210,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_210,no-need-address,no,no,yes,,,,[],[],"[1, 2, 3]",,,Scenario 2.
PJ_LO_210,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_210,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_210,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_210,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_210,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_210,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_210,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_218,ack-c,yes,yes,yes,,,,[1],"[0, 1]",[1],,,
PJ_LO_218,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_218,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_218,miti,no,no,yes,,,start thinking as if they are independent and start spending their money lavishly as they dont have commitments in life and they will sometimes spend thrift with the money the student earn and they character may get spoiled with self earned money which will ruin his life,[],[],[],,,
PJ_LO_218,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_218,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_218,reverse-c,yes,no,no,,,,[2],[],[],,,
PJ_LO_218,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_218,trans2,yes,no,yes,start spending their money lavishly as they dont have commitments in life,,start thinking as if they are independent and start spending their money lavishly as they dont have commitments in life,[],[],[],,,
PJ_LO_218,x-pro-z,yes,no,yes,spend thrift with the money,,start thinking as if they are independent and start spending their money lavishly as they dont have commitments in life and they will sometimes spend thrift with the money the student earn and they character may get spoiled with self earned money which will ruin his life,[],[],[],,,
PJ_LO_218,x-sup-z,no,no,yes,,,character,[],[],[],,,
PJ_LO_218,y-pro-opposite-z,no,yes,no,,character may get spoiled with self earned money,,[],[],[],,,
PJ_LO_218,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_233,ack-c,no,no,no,,,,[],[],[],Not mentioned,,CA focused more on comparing PTJ with FTJ and not necessarily on 'importance' of money.
PJ_LO_233,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_233,deny-c,no,no,no,,,,[],[],[],,,CA focused more on comparing PTJ with FTJ and not necessarily on 'importance' of money.
PJ_LO_233,miti,no,no,no,,,,[],[],[],,,CA focused more on comparing PTJ with FTJ and not necessarily on 'importance' of money.
PJ_LO_233,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_233,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_233,reverse-c,no,no,no,,,,[],[],[],,,CA focused more on comparing PTJ with FTJ and not necessarily on 'importance' of money.
PJ_LO_233,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_233,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_233,x-pro-z,yes,yes,yes,"financial inequalities among the employees, heart broken",heart broken activity,pay will be very minimum,[],[],[],,,
PJ_LO_233,x-sup-z,no,no,yes,,,part time goers,[],[],[],,,
PJ_LO_233,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_233,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_250,ack-c,no,yes,no,,,,[],"[1, 2, 3, 5]",[],Not mentioned,"CA argues that PTJ promotes the importance of money, but students should focus on more important things in life",
PJ_LO_250,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_250,deny-c,no,no,yes,,,,[],[],[3],,,'misplaced'
PJ_LO_250,miti,no,no,yes,,,"should use the time to better explore their creativity, understanding of the world at large",[],[],[],,,
PJ_LO_250,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_250,no-need-address,yes,yes,no,,,,[3],"[1, 2, 3, 4]",[],,feeling of importance of money is not important as there are more important things in life students should focus on,
PJ_LO_250,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_250,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_250,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_250,x-pro-z,no,yes,yes,,take away time and life experiences,take away time and life experiences ,[],[],[],,,
PJ_LO_250,x-sup-z,yes,yes,yes,"explore their creativity, understanding of the world at large and building a stronger foundation for their life",time and life experiences,"time to better explore their creativity, understanding of the world",[],[],[],,,
PJ_LO_250,y-pro-opposite-z,yes,yes,no,missed out on the simpler life experiences that have more value than just money,missed out on the simpler life experiences that have more value than just money,,[],[],[],,,
PJ_LO_250,y-sup-same-z,no,yes,no,,the simpler life experiences that have more value than just money,,[],[],[],,,
PJ_LO_260,ack-c,no,no,no,,,,[],[],[],Not mentioned,PTJ gives more money but doesn't seem to promote the importance of money,
PJ_LO_260,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_260,deny-c,no,no,yes,,,,[],[],[3],,,
PJ_LO_260,miti,no,no,no,,,,[],[],[],,,
PJ_LO_260,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_260,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_260,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_260,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_260,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_260,x-pro-z,yes,yes,yes,lost wages potentially and not getting into a better college than you could have,not getting into a better college than you could have,taking your focus away from schoolwork,[],[],[],,,
PJ_LO_260,x-sup-z,no,yes,yes,,getting into a better college than you could have,getting into a better college,[],[],[],,,
PJ_LO_260,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_260,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_269,ack-c,no,no,no,,,,[],[],[],,,
PJ_LO_269,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_269,deny-c,no,no,no,,,,[],[],[],,,Doesn't talk about importance of money.
PJ_LO_269,miti,no,no,no,,,,[],[],[],,,
PJ_LO_269,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_269,no-need-address,no,no,no,,,,[],[],[],"The statement ""experience is necessary not for students"" is unrelated to ""feeling the importance of money.""",,
PJ_LO_269,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_269,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_269,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_269,x-pro-z,no,yes,yes,,does not help him for his future prospects,not help him for his future prospects,[],[],[],,,
PJ_LO_269,x-sup-z,no,yes,yes,,future prospects,him,[],[],[],,,Low confidence
PJ_LO_269,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_269,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_271,ack-c,no,yes,no,,,,[],"[1, 2]",[],Not mentioned,"CA suggests that the money motive can be promoted by PTJ, but it's not suitable for students' age",Doesn't talk about PTJ.
PJ_LO_271,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_271,deny-c,no,no,no,,,,[],[],[],,,Doesn't talk about PTJ.
PJ_LO_271,miti,no,no,no,,,,[],[],[],,,Doesn't talk about PTJ.
PJ_LO_271,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_271,no-need-address,yes,yes,yes,,,,"[2, 6]","[2, 3, 4, 5, 6, 7, 8]",[8],,feeling importance of money is not important at students' age,Not important.
PJ_LO_271,reverse-c,no,no,no,,,,[],[],[],,,Doesn't talk about PTJ.
PJ_LO_271,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_271,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_271,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_271,x-sup-z,yes,yes,no,"learn good and moral behaviors, future will be guided by good education",study well,,[],[],[],,"it implies that there's a chance if you do PTJ, or you focus on earnings, you might not study well",
PJ_LO_271,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_271,y-sup-same-z,yes,no,no,learn good and moral behaviors,,,[],[],[],,,
PJ_LO_284,ack-c,no,yes,yes,,,,[],[4],[2],,PTJ does make students want to make more money,
PJ_LO_284,ano-z,no,no,no,,,,[],[],[],,,
PJ_LO_284,deny-c,no,no,yes,,,,[],[],[6],,,
PJ_LO_284,miti,no,no,no,,,,[],[],[],,,Possible mitigations seem like 'part of the process' already.
PJ_LO_284,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_284,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_284,reverse-c,no,no,no,,,,[],[],[],"It is referring to the importance of time and studying, not the feeling of the importance of money",,
PJ_LO_284,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_284,trans2,no,no,yes,,,less time,[],[],[],,,
PJ_LO_284,x-pro-z,yes,yes,yes,slack off in school,slack off in school,the opposite effect of this,[],[],[],,,
PJ_LO_284,x-sup-z,no,no,yes,,,students,[],[],[],,,
PJ_LO_284,y-pro-opposite-z,no,yes,yes,,"they will still do their work, its going to be given less time",slack off in school,[],[],[],,,
PJ_LO_284,y-sup-same-z,no,yes,yes,,notice the importance of time,a good chunk of them,[],[],[],,,
PJ_LO_291,ack-c,yes,yes,no,,,,[1],[1],[],,I don't quite understand what this CA is talking about....,Doesn't talk about importance of money.
PJ_LO_291,ano-z,no,no,no,,,,[],[],[],,,Doesn't talk about importance of money.
PJ_LO_291,deny-c,no,no,no,,,,[],[],[],,,Doesn't talk about importance of money.
PJ_LO_291,miti,yes,no,no,"by the time that the student has figured this out, it can be too late",,,[],[],[],,,Doesn't talk about importance of money.
PJ_LO_291,no-evi,no,no,no,,,,[],[],[],,,Doesn't talk about importance of money.
PJ_LO_291,no-need-address,no,no,no,,,,[],[],[],,,Doesn't talk about importance of money.
PJ_LO_291,reverse-c,no,no,no,,,,[],[],[],,,Doesn't talk about importance of money.
PJ_LO_291,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_291,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_291,x-pro-z,no,yes,yes,,lost time studying,lost time,[],[],[],,,
PJ_LO_291,x-sup-z,yes,yes,yes,qualify to get in the college of their choice,studying,qualify to get in the college of their choice,[],[],[],,,
PJ_LO_291,y-pro-opposite-z,no,no,no,,,,[],[],[],,,Doesn't talk about importance of money.
PJ_LO_291,y-sup-same-z,no,no,no,,,,[],[],[],,,Doesn't talk about importance of money.
PJ_LO_294,ack-c,yes,no,yes,,,,"[3, 5]",[],[3],,,"This makes it sound as though PTJ does promote <Y>, but not for some students."
PJ_LO_294,ano-z,yes,yes,yes,Some of them are not very well off and have struggles daily to just get something to eat,a students background,students background,[],[],[],,,
PJ_LO_294,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_294,miti,no,no,no,,,,[],[],[],,,
PJ_LO_294,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_294,no-need-address,no,no,yes,,,,[],[],[6],,,Scenario 2.
PJ_LO_294,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_294,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_294,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_294,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_294,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_294,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_294,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_296,ack-c,yes,no,no,,,,[4],[],[],,,
PJ_LO_296,ano-z,no,yes,yes,,have a true enough need,out on their own,[],[],[],,,
PJ_LO_296,deny-c,no,yes,no,,,,[],"[1, 2, 3, 4]",[],,"students will understand the importance of money when they have true need, but not now through PTJ",
PJ_LO_296,miti,yes,no,no,minimal Bills and are supported by their families,,,[],[],[],,,
PJ_LO_296,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_296,no-need-address,no,no,no,,,,[],[],[],,,
PJ_LO_296,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_296,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_296,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_296,x-pro-z,no,no,yes,,,not be ready to absorb the information until they have a true enough need,[],[],[],,,
PJ_LO_296,x-sup-z,yes,no,yes,maximize what school has to offer them,,time to maximize what school has to offer them,[],[],[],,,
PJ_LO_296,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_296,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_298,ack-c,yes,no,yes,,,,[3],[],[3],,,Implicit
PJ_LO_298,ano-z,yes,yes,yes,their own home,see and learn things from experience,see that from their own home,[],[],[],,,
PJ_LO_298,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_298,miti,no,no,no,,,,[],[],[],,,
PJ_LO_298,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_298,no-need-address,no,no,yes,,,,[],[],[3],,,Scenario 2
PJ_LO_298,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_298,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_298,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_298,x-pro-z,no,no,no,,,,[],[],[],,,"Wanted to say 'barely get to see these parents', but it's about jobs in general, not necessarily part-time jobs."
PJ_LO_298,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_298,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_298,y-sup-same-z,no,no,no,,,,[],[],[],,,
PJ_LO_300,ack-c,yes,no,no,,,,[3],[],[],implicitly acknowledge,,
PJ_LO_300,ano-z,yes,yes,yes,"they drive and need things like Insurance, and maybe even a cell phone",they drive and need things,"the time that they drive and need things like Insurance, and maybe even a cell phone",[],[],[],,,
PJ_LO_300,deny-c,no,no,no,,,,[],[],[],,,
PJ_LO_300,miti,no,no,no,,,,[],[],[],,,
PJ_LO_300,no-evi,no,no,no,,,,[],[],[],,,
PJ_LO_300,no-need-address,yes,no,yes,,,,[3],[],[1],,,Scenario 2.
PJ_LO_300,reverse-c,no,no,no,,,,[],[],[],,,
PJ_LO_300,trans1,no,no,no,,,,[],[],[],,,
PJ_LO_300,trans2,no,no,no,,,,[],[],[],,,
PJ_LO_300,x-pro-z,no,no,no,,,,[],[],[],,,
PJ_LO_300,x-sup-z,no,no,no,,,,[],[],[],,,
PJ_LO_300,y-pro-opposite-z,no,no,no,,,,[],[],[],,,
PJ_LO_300,y-sup-same-z,no,no,no,,,,[],[],[],,,
